popularity_rank,spotify_name,returned_spotify_id,monthly_listeners,origin_cluster,mapping_tier,mapping_method,fua_code,official_fua_name,study_city_label,population_year,population,notes
149,The Buggles,057gc1fxmJ2vkctjQJ7Tal,3487007,Wimbledon,strict,documented_london_locality,UK001F,London,London,2021.0,12274097.0,Wimbledon is within the London Borough of Merton and is assigned to London FUA.
150,Placebo,6RZUqkomCmb8zCRqc9eznB,3460472,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
151,The Sundays,4nlqDmbzFzbNITaqjJv7D7,3421091,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
152,Orchestral Manoeuvres In The Dark,7wJ9NwdRWtN92NunmXuwBk,3287803,Meols,reviewed_extended,metropolitan_fua_sensitivity,UK006F,Liverpool,Liverpool,2021.0,1540817.0,Included only in the extended sensitivity view as a reviewed association with Liverpool FUA.
153,Dead Or Alive,5WWSL6rElJeUk3Uc1S2RyD,3275455,Liverpool,strict,exact_study_label,UK006F,Liverpool,Liverpool,2021.0,1540817.0,Origin cluster matches the OECD FUA study label.
154,Groove Armada,67tgMwUfnmqzYsNAtnP6YJ,3267951,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
155,Snakehips,2FwJwEswyIUAljqgjNSHgP,3159265,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
156,Generation X,1inWec2E2UgfzMAhwjgTXe,3158701,Chelsea,strict,documented_london_locality,UK001F,London,London,2021.0,12274097.0,Chelsea is within London and is assigned to London FUA.
157,BICEP,73A3bLnfnz5BoQjb4gNCga,3141387,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
158,Yazoo,1G1mX30GpUJqOr1QU2eBSs,3044119,Basildon,reviewed_extended,metropolitan_fua_sensitivity,UK001F,London,London,2021.0,12274097.0,Included only in the extended sensitivity view as a reviewed association with London FUA.
159,Bloc Party,3MM8mtgFzaEJsqbjZBSsHJ,3039480,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
160,Gorgon City,4VNQWV2y1E97Eqo2D5UTjx,3028602,North London,strict,documented_london_locality,UK001F,London,London,2021.0,12274097.0,The reported origin is explicitly within London and is assigned to London FUA.
161,Sugababes,7rZNSLWMjTbwdLNskFbzFf,3027300,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
162,Architects,3ZztVuWxHzNpl0THurTFCv,3025569,Brighton,strict,reviewed_label_alias,UK515F,Brighton and Hove,Brighton and Hove,2021.0,441252.0,Brighton is the short study label for Brighton and Hove FUA.
163,Kaiser Chiefs,0LbLWjaweRbO4FDKYlbfNt,2999896,Leeds,strict,exact_study_label,UK003F,Leeds,Leeds,2021.0,2969034.0,Origin cluster matches the OECD FUA study label.
164,Third Party,2J80qXI4NHKpq5RT3xUF7V,2971418,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
165,Basement Jaxx,4YrKBkKSVeqDamzBPWVnSJ,2938717,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
166,Lighthouse Family,6edGSAX5dVpeJVwu1Q0NwJ,2921952,Newcastle upon Tyne,strict,exact_official_label,UK013F,Newcastle upon Tyne,Newcastle,2021.0,1173303.0,Origin cluster matches the official OECD FUA name.
167,The Struts,3lDpdwM8KILepMHqBWUhIA,2895181,Derby,strict,exact_study_label,UK518F,Derby,Derby,2021.0,495753.0,Origin cluster matches the OECD FUA study label.
168,The Wombats,0Ya43ZKWHTKkAbkoJJkwIB,2884656,Liverpool,strict,exact_study_label,UK006F,Liverpool,Liverpool,2021.0,1540817.0,Origin cluster matches the OECD FUA study label.
169,Travis,3bUwxJgNakzYKkqAVgZLlh,2884486,Glasgow,strict,exact_study_label,UK004F,Glasgow,Glasgow,2021.0,1831890.0,Origin cluster matches the OECD FUA study label.
170,Mattafix,5KORW1YGiERJqfuYjXMCyz,2878488,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
171,Royal Blood,2S5hlvw4CMtMGswFtfdK15,2873864,Brighton,strict,reviewed_label_alias,UK515F,Brighton and Hove,Brighton and Hove,2021.0,441252.0,Brighton is the short study label for Brighton and Hove FUA.
172,Free,2e53aHBQdCMKWqHDuyJsjC,2860415,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
173,London Grammar,3Bd1cgCjtCI32PYvDC3ynO,2832139,Nottingham,strict,exact_study_label,UK029F,Nottingham,Nottingham,2021.0,906878.0,Origin cluster matches the OECD FUA study label.
174,Pulp,36E7oYfz3LLRto6l2WmDcD,2830863,Sheffield,strict,exact_study_label,UK010F,Sheffield,Sheffield,2021.0,1168389.0,Origin cluster matches the OECD FUA study label.
175,The Heavy,0bZCak2tcRMY1dzEIuwF42,2796068,Bath,strict,reviewed_label_alias,UK031F,Bath and North East Somerset,Bath and North East Somerset,2021.0,192419.0,Bath is the short study label for Bath and North East Somerset FUA.
176,Neck Deep,2TM0qnbJH4QPhGMCdPt7fH,2790501,Wrexham,strict,exact_study_label,UK022F,Wrexham,Wrexham,2021.0,135152.0,Origin cluster matches the OECD FUA study label.
177,DNA,2rGm8R7YDTbqDCVlNssQyL,2774617,Bath,strict,reviewed_label_alias,UK031F,Bath and North East Somerset,Bath and North East Somerset,2021.0,192419.0,Bath is the short study label for Bath and North East Somerset FUA.
178,Frankie Goes To Hollywood,1mZu3rO7qSD09GdDpePHhY,2758706,Liverpool,strict,exact_study_label,UK006F,Liverpool,Liverpool,2021.0,1540817.0,Origin cluster matches the OECD FUA study label.
179,Atomic Kitten,6JMHws5haIO6V35YNYDnDw,2751716,Liverpool,strict,exact_study_label,UK006F,Liverpool,Liverpool,2021.0,1540817.0,Origin cluster matches the OECD FUA study label.
180,Faces,3v4feUQnU3VEUqFrjmtekL,2718313,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
181,Asia,1bdytLV3FPjyhfrb6BhMej,2716602,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
182,The Waterboys,5TnuP42pw475UrjjeabtwZ,2670888,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
183,Still Corners,4zKYrXs8iN4AeHmO8ZxNqp,2608941,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
184,Asking Alexandria,1caBfBEapzw8z2Qz9q0OaQ,2592556,York,strict,exact_study_label,UK533F,York,York,2021.0,201851.0,Origin cluster matches the OECD FUA study label.
185,All Saints,5TDVKqW9uhqGjwwwKGuma4,2567281,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
186,Sigma,01pKrlgPJhm5dB4lneYAqS,2550591,University of Leeds,strict,documented_city_institution,UK003F,Leeds,Leeds,2021.0,2969034.0,The reported formation place is an institution in Leeds and is assigned to Leeds FUA.
187,Mungo Jerry,2mbvqMGpwLsakeH45p1Jrb,2528248,Ashford,strict,exact_study_label,UK041F,Ashford,Ashford,2021.0,133221.0,Origin cluster matches the OECD FUA study label.
188,Moloko,4aaBjq7VqqQvpSF69GglvO,2507932,Sheffield,strict,exact_study_label,UK010F,Sheffield,Sheffield,2021.0,1168389.0,Origin cluster matches the OECD FUA study label.
189,Status Quo,4gIdjgLlvgEOz7MexDZzpM,2503249,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
190,The Darkness,5r1bdqzhgRoHC3YcCV6N5a,2453090,Lowestoft,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made without an official locality-to-FUA crosswalk.
191,Texas,5JsdVATHNPE0XdMFMRoSuf,2420479,Glasgow,strict,exact_study_label,UK004F,Glasgow,Glasgow,2021.0,1831890.0,Origin cluster matches the OECD FUA study label.
192,Edison Lighthouse,1NRzxuPpdGushT8YmF5NAa,2393214,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
193,Wang Chung,6Zh3xrWlA0SA9Fsfj9AVwm,2358411,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
194,The Cult,49DW3KvkyjHO35mK1JnSyS,2277310,Bradford,reviewed_extended,metropolitan_fua_sensitivity,UK003F,Leeds,Leeds,2021.0,2969034.0,Included only in the extended sensitivity view as a reviewed association with Leeds FUA.
195,Rainbow,6SLAMfhOi7UJI0fMztaK0m,2270623,Hertford,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made without an official locality-to-FUA crosswalk.
196,Sohodolls,1KNXft7nnRQj82sENi7WGN,2252106,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
197,Echo & the Bunnymen,0fgYKF9Avljex0L9Wt5b8Z,2210172,Liverpool,strict,exact_study_label,UK006F,Liverpool,Liverpool,2021.0,1540817.0,Origin cluster matches the OECD FUA study label.
198,James,0qLNsNKm8bQcMoRFkR8Hmh,2205349,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
199,The Shapeshifters,60FV7KyxIH9FH1uq7u8inP,2179710,London,strict,exact_study_label,UK001F,London,London,2021.0,12274097.0,Origin cluster matches the OECD FUA study label.
200,Amber Run,0MmnmsAuQKRFpo6vJElcaU,2165390,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
