popularity_rank,spotify_name,returned_spotify_id,monthly_listeners,origin_cluster,mapping_tier,mapping_method,fua_code,official_fua_name,study_city_label,population_year,population,notes
130,Joy Division,432R46LaYsJZV2Gmc4jUV5,4140711,Manchester,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2024.0,3595966.0,The official OECD municipality list assigns Manchester to Manchester FUA.
131,Studio Killers,7avo0PmlW8O1YLEt9DnWQT,4136257,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
132,The Fratellis,3M4ThdJR28z9eSMcQHAZ5G,4131358,Glasgow,strict,official_oecd_municipality_crosswalk,UK004F,Glasgow,Glasgow,2024.0,1895840.0,"The official OECD municipality list assigns East Dunbartonshire, Glasgow City, North Lanarkshire to Glasgow FUA."
133,Judas Priest,2tRsMl4eGxwoNabM08Dm4I,4112763,Birmingham,strict,official_oecd_municipality_crosswalk,UK002F,West Midlands urban area,Birmingham,2024.0,3247941.0,The official OECD municipality list assigns Birmingham to West Midlands urban area FUA.
134,T. Rex,3dBVyJ7JuOMt4GE9607Qin,4010971,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
135,Metronomy,54QMjE4toDfiCryzYWCpXX,3971668,Totnes,strict,official_oecd_municipality_crosswalk,UK516F,Plymouth,Plymouth,2024.0,423138.0,The official OECD municipality list assigns South Hams to Plymouth FUA.
136,Talk Talk,7Fo8TAyGJr4VmhE68QamMf,3944807,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
137,HONNE,0Vw76uk7P8yVtTClWyOhac,3880260,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
138,Bananarama,3sc7iUG1Wwpwx7bHeZolgx,3805410,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
139,Underworld,1PXHzxRDiLnjqNrRn2Xbsa,3783264,Cardiff,strict,official_oecd_municipality_crosswalk,UK009F,Cardiff,Cardiff,2024.0,939371.0,The official OECD municipality list assigns Cardiff to Cardiff FUA.
140,Blue,2yEkZBBjhzKzt6LF5XMaFi,3677775,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
141,Kasabian,11wRdbnoYqRddKBrpHt4Ue,3649101,Leicester,strict,official_oecd_municipality_crosswalk,UK014F,Leicester,Leicester,2024.0,967988.0,The official OECD municipality list assigns Leicester to Leicester FUA.
142,SAULT,1uRxRKC7d9zwYGSRflTKDR,3625737,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
143,Bad Company,5AEG63ajney2BoDXi0Vb84,3616192,Westminster,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,"The official OECD municipality list assigns City of London, Westminster to London FUA."
144,Madness,4AYkFtEBnNnGuoo8HaHErd,3611935,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
145,Rixton,0kkxsdcaWmWU2yWAqclDh4,3592716,Manchester,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2024.0,3595966.0,The official OECD municipality list assigns Manchester to Manchester FUA.
146,Nothing But Thieves,1kDGbuxWknIKx4FlgWxiSp,3587725,Southend-on-Sea,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns Southend-on-Sea to London FUA.
147,Wet Leg,2TwOrUcYnAlIiKmVQkkoSZ,3584069,Isle of Wight,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made because the resolved place is not in the official OECD municipality-to-FUA crosswalk.
148,Wolf Alice,3btzEQD6sugImIHPMRgkwV,3575621,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
149,The Irrepressibles,1v5bOzXbhrQ57qSvRwGA6s,3531545,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
150,Sophie and the Giants,4FrXHrpbDLNyO3pbVv8RmF,3507868,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
151,The Stone Roses,1lYT0A0LV5DUfxr6doRP3d,3488308,Manchester,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2024.0,3595966.0,The official OECD municipality list assigns Manchester to Manchester FUA.
152,The Buggles,057gc1fxmJ2vkctjQJ7Tal,3487007,Wimbledon,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,"The official OECD municipality list assigns City of London, Merton to London FUA."
153,Placebo,6RZUqkomCmb8zCRqc9eznB,3460472,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
154,The Sundays,4nlqDmbzFzbNITaqjJv7D7,3421091,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
155,Orchestral Manoeuvres In The Dark,7wJ9NwdRWtN92NunmXuwBk,3287803,Meols,strict,official_oecd_municipality_crosswalk,UK006F,Liverpool,Liverpool,2024.0,1597536.0,The official OECD municipality list assigns Wirral to Liverpool FUA.
156,Dead Or Alive,5WWSL6rElJeUk3Uc1S2RyD,3275455,Liverpool,strict,official_oecd_municipality_crosswalk,UK006F,Liverpool,Liverpool,2024.0,1597536.0,The official OECD municipality list assigns Liverpool to Liverpool FUA.
157,Groove Armada,67tgMwUfnmqzYsNAtnP6YJ,3267951,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
158,Snakehips,2FwJwEswyIUAljqgjNSHgP,3159265,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
159,Generation X,1inWec2E2UgfzMAhwjgTXe,3158701,Chelsea,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,"The official OECD municipality list assigns City of London, Kensington and Chelsea to London FUA."
160,BICEP,73A3bLnfnz5BoQjb4gNCga,3141387,Belfast,strict,official_oecd_municipality_crosswalk,UK012F,Belfast,Belfast,2024.0,817574.0,The official OECD municipality list assigns Belfast to Belfast FUA.
161,Yazoo,1G1mX30GpUJqOr1QU2eBSs,3044119,Basildon,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns Basildon to London FUA.
162,Bloc Party,3MM8mtgFzaEJsqbjZBSsHJ,3039480,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
163,Gorgon City,4VNQWV2y1E97Eqo2D5UTjx,3028602,North London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
164,Sugababes,7rZNSLWMjTbwdLNskFbzFf,3027300,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
165,Architects,3ZztVuWxHzNpl0THurTFCv,3025569,Brighton,strict,official_oecd_municipality_crosswalk,UK515F,Brighton and Hove,Brighton and Hove,2024.0,451122.0,The official OECD municipality list assigns Brighton and Hove to Brighton and Hove FUA.
166,Kaiser Chiefs,0LbLWjaweRbO4FDKYlbfNt,2999896,Leeds,strict,official_oecd_municipality_crosswalk,UK003F,Leeds,Leeds,2024.0,3070506.0,The official OECD municipality list assigns Leeds to Leeds FUA.
167,Third Party,2J80qXI4NHKpq5RT3xUF7V,2971418,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
168,Basement Jaxx,4YrKBkKSVeqDamzBPWVnSJ,2938717,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
169,Roxy Music,3fhOTtm0LBJ3Ojn4hIljLo,2932733,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
170,Lighthouse Family,6edGSAX5dVpeJVwu1Q0NwJ,2921952,Newcastle upon Tyne,strict,official_oecd_municipality_crosswalk,UK013F,Newcastle upon Tyne,Newcastle,2024.0,1221203.0,"The official OECD municipality list assigns Newcastle upon Tyne, Northumberland to Newcastle upon Tyne FUA."
171,The Struts,3lDpdwM8KILepMHqBWUhIA,2895181,Derby,strict,official_oecd_municipality_crosswalk,UK518F,Derby,Derby,2024.0,522093.0,The official OECD municipality list assigns Derby to Derby FUA.
172,The Wombats,0Ya43ZKWHTKkAbkoJJkwIB,2884656,Liverpool,strict,official_oecd_municipality_crosswalk,UK006F,Liverpool,Liverpool,2024.0,1597536.0,The official OECD municipality list assigns Liverpool to Liverpool FUA.
173,Travis,3bUwxJgNakzYKkqAVgZLlh,2884486,Glasgow,strict,official_oecd_municipality_crosswalk,UK004F,Glasgow,Glasgow,2024.0,1895840.0,"The official OECD municipality list assigns East Dunbartonshire, Glasgow City, North Lanarkshire to Glasgow FUA."
174,Mattafix,5KORW1YGiERJqfuYjXMCyz,2878488,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
175,Royal Blood,2S5hlvw4CMtMGswFtfdK15,2873864,Worthing,strict,official_oecd_municipality_crosswalk,UK045F,Worthing,Worthing,2024.0,113866.0,The official OECD municipality list assigns Worthing to Worthing FUA.
176,Free,2e53aHBQdCMKWqHDuyJsjC,2860415,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
177,London Grammar,3Bd1cgCjtCI32PYvDC3ynO,2832139,Nottingham,strict,official_oecd_municipality_crosswalk,UK029F,Nottingham,Nottingham,2024.0,936382.0,The official OECD municipality list assigns Nottingham to Nottingham FUA.
178,Pulp,36E7oYfz3LLRto6l2WmDcD,2830863,Sheffield,strict,official_oecd_municipality_crosswalk,UK010F,Sheffield,Sheffield,2024.0,1217504.0,The official OECD municipality list assigns Sheffield to Sheffield FUA.
179,The Heavy,0bZCak2tcRMY1dzEIuwF42,2796068,Bath,strict,official_oecd_municipality_crosswalk,UK031F,Bath and North East Somerset,Bath and North East Somerset,2024.0,200028.0,The official OECD municipality list assigns Bath and North East Somerset to Bath and North East Somerset FUA.
180,Neck Deep,2TM0qnbJH4QPhGMCdPt7fH,2790501,Wrexham,strict,official_oecd_municipality_crosswalk,UK022F,Wrexham,Wrexham,2024.0,138245.0,The official OECD municipality list assigns Wrexham to Wrexham FUA.
181,DNA,2rGm8R7YDTbqDCVlNssQyL,2774617,Bath,strict,official_oecd_municipality_crosswalk,UK031F,Bath and North East Somerset,Bath and North East Somerset,2024.0,200028.0,The official OECD municipality list assigns Bath and North East Somerset to Bath and North East Somerset FUA.
182,Frankie Goes To Hollywood,1mZu3rO7qSD09GdDpePHhY,2758706,Liverpool,strict,official_oecd_municipality_crosswalk,UK006F,Liverpool,Liverpool,2024.0,1597536.0,The official OECD municipality list assigns Liverpool to Liverpool FUA.
183,Atomic Kitten,6JMHws5haIO6V35YNYDnDw,2751716,Liverpool,strict,official_oecd_municipality_crosswalk,UK006F,Liverpool,Liverpool,2024.0,1597536.0,The official OECD municipality list assigns Liverpool to Liverpool FUA.
184,Faces,3v4feUQnU3VEUqFrjmtekL,2718313,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
185,Asia,1bdytLV3FPjyhfrb6BhMej,2716602,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
186,The Waterboys,5TnuP42pw475UrjjeabtwZ,2670888,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
187,S Club,0HNGrIbq1ZNO2mTp3tMW4L,2628603,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
188,Still Corners,4zKYrXs8iN4AeHmO8ZxNqp,2608941,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
189,Asking Alexandria,1caBfBEapzw8z2Qz9q0OaQ,2592556,York,strict,official_oecd_municipality_crosswalk,UK533F,York,York,2024.0,209301.0,The official OECD municipality list assigns York to York FUA.
190,Mike + The Mechanics,2yTUYhIf8fxptTIy3KLuJD,2591206,Dover,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made because the resolved place is not in the official OECD municipality-to-FUA crosswalk.
191,All Saints,5TDVKqW9uhqGjwwwKGuma4,2567281,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
192,Sigma,01pKrlgPJhm5dB4lneYAqS,2550591,Leeds,strict,official_oecd_municipality_crosswalk,UK003F,Leeds,Leeds,2024.0,3070506.0,The official OECD municipality list assigns Leeds to Leeds FUA.
193,Mungo Jerry,2mbvqMGpwLsakeH45p1Jrb,2528248,Ashford,excluded_no_defensible_fua,ambiguous_official_crosswalk,,,,,,"The available place hierarchy reaches multiple official FUAs: UK001F, UK041F."
194,Moloko,4aaBjq7VqqQvpSF69GglvO,2507932,Sheffield,strict,official_oecd_municipality_crosswalk,UK010F,Sheffield,Sheffield,2024.0,1217504.0,The official OECD municipality list assigns Sheffield to Sheffield FUA.
195,Status Quo,4gIdjgLlvgEOz7MexDZzpM,2503249,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
196,The Darkness,5r1bdqzhgRoHC3YcCV6N5a,2453090,Lowestoft,strict,official_oecd_municipality_crosswalk,UK569F,Ipswich,Ipswich,2024.0,486971.0,The official OECD municipality list assigns East Suffolk to Ipswich FUA.
197,Texas,5JsdVATHNPE0XdMFMRoSuf,2420479,Glasgow,strict,official_oecd_municipality_crosswalk,UK004F,Glasgow,Glasgow,2024.0,1895840.0,"The official OECD municipality list assigns East Dunbartonshire, Glasgow City, North Lanarkshire to Glasgow FUA."
198,Edison Lighthouse,1NRzxuPpdGushT8YmF5NAa,2393214,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
199,Wang Chung,6Zh3xrWlA0SA9Fsfj9AVwm,2358411,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2024.0,12666099.0,The official OECD municipality list assigns City of London to London FUA.
200,The Cult,49DW3KvkyjHO35mK1JnSyS,2277310,Bradford,strict,official_oecd_municipality_crosswalk,UK003F,Leeds,Leeds,2024.0,3070506.0,The official OECD municipality list assigns Bradford to Leeds FUA.
