popularity_rank,spotify_name,returned_spotify_id,monthly_listeners,origin_cluster,mapping_tier,mapping_method,fua_code,official_fua_name,study_city_label,population_year,population,notes
231,Five,6rEzedK7cKWjeQWdAYvWVG,1473171,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
232,WSTRN,5nSAh3wlH7VaqpnkiMjzDs,1459546,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
233,Dario G,3Eo78i1MPfle0XVjMvia8A,1447823,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
234,The Specials,6xnvNmSzmeOE1bLKnYXKW3,1432373,Coventry,strict,official_oecd_municipality_crosswalk,UK025F,Coventry,Coventry,2021.0,741982.0,The official OECD municipality list assigns Coventry to Coventry FUA.
235,The Real Thing,1NUD5By34MFynmuUynCfSj,1425692,Liverpool,strict,official_oecd_municipality_crosswalk,UK006F,Liverpool,Liverpool,2021.0,1540817.0,The official OECD municipality list assigns Liverpool to Liverpool FUA.
236,Sneaker Pimps,1EJWNhiYbOyeUHbsS7Kp1P,1412387,Hartlepool,strict,official_oecd_municipality_crosswalk,UK559F,Middlesbrough,Middlesbrough,2021.0,570155.0,The official OECD municipality list assigns Hartlepool to Middlesbrough FUA.
237,Johnny Hates Jazz,6zpPKMhpOoG646kJgZ7RKf,1399373,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
238,Procol Harum,0GbqW5TJr7n4is453VOY4C,1385101,Southend-on-Sea,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,The official OECD municipality list assigns Southend-on-Sea to London FUA.
239,Marillion,7ai5TWiOG8g9Hds5AATS28,1370532,Aylesbury,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made because the resolved place is not in the official OECD municipality-to-FUA crosswalk.
240,EMF,39oSLGo3HkaeYXzUEGgAGQ,1351005,Cinderford,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made because the resolved place is not in the official OECD municipality-to-FUA crosswalk.
241,Biffy Clyro,1km0R7wy712AzLkA1WjKET,1330864,Kilmarnock,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made because the resolved place is not in the official OECD municipality-to-FUA crosswalk.
242,Blossoms,22RISwgVJyZu9lpqAcv1F5,1329106,Manchester,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2021.0,3432092.0,The official OECD municipality list assigns Manchester to Manchester FUA.
243,A1,5lPsVvHVDr6R5mDxRUXdOs,1308390,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
244,The Last Shadow Puppets,2Z7UcsdweVlRbAk5wH5fsf,1305891,Sheffield,strict,official_oecd_municipality_crosswalk,UK010F,Sheffield,Sheffield,2021.0,1168389.0,The official OECD municipality list assigns Sheffield to Sheffield FUA.
245,Right Said Fred,15ajdFAi5bjj5pS9laBfBL,1289669,East Grinstead,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made because the resolved place is not in the official OECD municipality-to-FUA crosswalk.
246,Jadu Heart,7vjRpVXoecwKTEsrb9iscj,1279776,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
247,KNEECAP,1ZVACPeq7ccGCoUXwtafUU,1263438,Belfast,strict,official_oecd_municipality_crosswalk,UK012F,Belfast,Belfast,2021.0,803943.0,The official OECD municipality list assigns Belfast to Belfast FUA.
248,Editors,6e9wIFWhBPHLE9bXK8gtBI,1241937,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
249,The Ting Tings,2wvUfjKGoXvcnDHq7GgMOa,1233876,Manchester,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2021.0,3432092.0,The official OECD municipality list assigns Manchester to Manchester FUA.
250,Sex Pistols,1u7kkVrr14iBvrpYnZILJR,1231532,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
251,Kero Kero Bonito,6OqhFYFJDnBBHas02HopPT,1201107,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
252,Pilot,6PwcexHTG0qJWQQwp05Bpm,1181505,Edinburgh,strict,official_oecd_municipality_crosswalk,UK007F,Edinburgh,Edinburgh,2021.0,893610.0,"The official OECD municipality list assigns City of Edinburgh, Midlothian to Edinburgh FUA."
253,Skunk Anansie,5HlXA01kcjssYDT7EoqUJF,1179800,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
254,Boards of Canada,2VAvhf61GgLYmC6C8anyX1,1177186,Edinburgh,strict,official_oecd_municipality_crosswalk,UK007F,Edinburgh,Edinburgh,2021.0,893610.0,"The official OECD municipality list assigns City of Edinburgh, Midlothian to Edinburgh FUA."
255,Primal Scream,3wury2nd8idV4GecUg5xze,1165795,Glasgow,strict,official_oecd_municipality_crosswalk,UK004F,Glasgow,Glasgow,2021.0,1831890.0,"The official OECD municipality list assigns East Dunbartonshire, Glasgow City, North Lanarkshire to Glasgow FUA."
256,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,1162862,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
257,N-Trance,45InkbGypoMk5nVX6dsHkt,1162155,Oldham,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2021.0,3432092.0,The official OECD municipality list assigns Oldham to Manchester FUA.
258,South Arcade,3vEL65ycUboLH76pgdtqlF,1151351,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
259,Belle and Sebastian,4I2BJf80C0skQpp1sQmA0h,1141204,Glasgow,strict,official_oecd_municipality_crosswalk,UK004F,Glasgow,Glasgow,2021.0,1831890.0,"The official OECD municipality list assigns East Dunbartonshire, Glasgow City, North Lanarkshire to Glasgow FUA."
260,"Emerson, Lake & Palmer",0nCiidE5GgDrc5kWN3NZgZ,1139758,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
261,Badfinger,4pJCawaKSZ40EnxN0YEYw3,1128068,Swansea,strict,official_oecd_municipality_crosswalk,UK517F,Swansea,Swansea,2021.0,379831.0,The official OECD municipality list assigns Swansea to Swansea FUA.
262,PRESIDENT,40nPYop0FOD9Syyu5y4dAU,1108071,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
263,The Spencer Davis Group,3i9hP422d2KMjaupTzBNVS,1087690,Birmingham,strict,official_oecd_municipality_crosswalk,UK002F,West Midlands urban area,Birmingham,2021.0,3135994.0,The official OECD municipality list assigns Birmingham to West Midlands urban area FUA.
264,Imagination,2CkhxuagMCG9uvlbKm5G3m,1083676,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
265,The Beautiful South,4fomCZiFUMX73KJ0YQ0V90,1074612,Kingston upon Hull,strict,official_oecd_municipality_crosswalk,UK026F,Kingston upon Hull,Hull,2021.0,609661.0,The official OECD municipality list assigns East Riding of Yorkshire to Kingston upon Hull FUA.
266,Spacehog,3NZE8jDD2cCzd4vUyZ5CQQ,1073095,New York City,excluded_non_uk,outside_uk_fua_universe,,,,,,New York City is outside the UK FUA universe.
267,Manfred Mann,5670CyWrIOA7702gNjsGMZ,1070103,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
268,Caskets,2XIbOWDT5vZPW7jNyzdfcK,1063882,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
269,IDLES,75mafsNqNE1WSEVxIKuY5C,1060008,Bristol,strict,exact_fua_label,UK011F,Bristol,Bristol,2021.0,979556.0,Origin matches an official or study FUA label.
270,Koven,3UCbp6D1lvILlxRJT9LnFa,1057644,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
271,Mis-Teeq,6csA2rxNLkQJXeEa7lyGXn,1053166,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
272,UFO,2Omy3P5hFZym7FKum1JA1s,1051240,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
273,White Lies,6ssXMmc5EOUrauZxirM910,1046821,Ealing,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns City of London, Ealing to London FUA."
274,The Vaccines,0Ak6DLKHtpR6TEEnmcorKA,1042137,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
275,Modern English,0fYPQBOx0vsRMmjUba9HgF,1039829,Colchester,strict,official_oecd_municipality_crosswalk,UK546F,Colchester,Colchester,2021.0,341583.0,The official OECD municipality list assigns Colchester to Colchester FUA.
276,The Lightning Seeds,67YNiSqhrx1P8oPvIIvbP5,1037603,Liverpool,strict,official_oecd_municipality_crosswalk,UK006F,Liverpool,Liverpool,2021.0,1540817.0,The official OECD municipality list assigns Liverpool to Liverpool FUA.
277,King Crimson,7M1FPw29m5FbicYzS2xdpi,1036506,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
278,Squeeze,6Jrj26oAY96EEC2lqC6fua,1034511,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
279,ABC,2s79xe5F6eUQkjwjww27Fh,1028147,Sheffield,strict,official_oecd_municipality_crosswalk,UK010F,Sheffield,Sheffield,2021.0,1168389.0,The official OECD municipality list assigns Sheffield to Sheffield FUA.
280,Ace,6QNkSI0c63lCTNXpHDBiqP,1026309,Sheffield,strict,official_oecd_municipality_crosswalk,UK010F,Sheffield,Sheffield,2021.0,1168389.0,The official OECD municipality list assigns Sheffield to Sheffield FUA.
281,Busted,3Z6IRCo7umuk8K2XQy0ZDj,1009124,Southend-on-Sea,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,The official OECD municipality list assigns Southend-on-Sea to London FUA.
282,Girls Aloud,12EtLdLfJ41vUOoVzPZIUy,996906,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
283,Bear's Den,0nJaMZM8paoA5HEUTUXPqi,996827,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
284,Noah And The Whale,0aeLcja6hKzb7Uz2ou7ulP,995813,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
285,Il Divo,3KNZ9AOjBajjmr6ZR2VGfl,977922,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
286,The Jesus and Mary Chain,4rjlerN21ygkIhmUv55irs,975001,East Kilbride,strict,official_oecd_municipality_crosswalk,UK004F,Glasgow,Glasgow,2021.0,1831890.0,"The official OECD municipality list assigns East Renfrewshire, South Lanarkshire to Glasgow FUA."
287,Bombay Bicycle Club,3pTE9iaJTkWns3mxpNQlJV,970928,Crouch End,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns City of London, Haringey to London FUA."
288,You Me At Six,1kNQXvepPjaPgUfeDAF2h6,967721,Weybridge,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,The official OECD municipality list assigns Elmbridge to London FUA.
289,McFly,47izDDvtOxxz3FzHYuUptd,964171,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
290,Go West,7bKupnlF7XOfR1En3K8oAL,925778,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
291,Traffic,1CD77o9fbdyQFrHnUPUEsF,924163,Birmingham,strict,official_oecd_municipality_crosswalk,UK002F,West Midlands urban area,Birmingham,2021.0,3135994.0,The official OECD municipality list assigns Birmingham to West Midlands urban area FUA.
292,Cornershop,3Kf7VEIRWquxrNIuyJZnfF,920853,Leicester,strict,official_oecd_municipality_crosswalk,UK014F,Leicester,Leicester,2021.0,922812.0,The official OECD municipality list assigns Leicester to Leicester FUA.
293,Hot Chip,37uLId6Z5ZXCx19vuruvv5,912686,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
294,The Libertines,4fSPtBgFPZzygkY6MehwQ7,911120,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
295,Heatwave,6D7h7R79IZjqJC2GM2wzyY,907968,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
296,Manic Street Preachers,2uH0RyPcX7fnCcT90HFDQX,893282,Blackwood,strict,official_oecd_municipality_crosswalk,UK009F,Cardiff,Cardiff,2021.0,905859.0,The official OECD municipality list assigns Caerphilly to Cardiff FUA.
297,Elbow,0TJB3EE2efClsYIDQ8V2Jk,891884,Ramsbottom,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2021.0,3432092.0,The official OECD municipality list assigns Bury to Manchester FUA.
298,JADED,6tCJN1fQNdFCEaOa8Da9Wf,891067,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
299,The Troggs,57xdnSVt4ahJCIXYLieQ25,883780,Andover,strict,official_oecd_municipality_crosswalk,UK520F,Southampton,Southampton,2021.0,692010.0,The official OECD municipality list assigns Test Valley to Southampton FUA.
300,Breathe,1MNeXu0284O7mQWgF1YRc0,876466,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
301,Orbital,3csPCeXsj2wezyvkRFzvmV,874037,Sevenoaks,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,The official OECD municipality list assigns Sevenoaks to London FUA.
302,Academy of Ancient Music,60adCptqwRkANTtVja0bvf,863103,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
303,Crystal Fighters,75EZuo5MHV2572NRpMWotC,846287,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
304,Herman's Hermits,48YxSlb23RAaCd4RyHcV9V,843685,Manchester,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2021.0,3432092.0,The official OECD municipality list assigns Manchester to Manchester FUA.
305,La Serenissima,15PIcAgtP1zCipRK3sniUN,840773,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
306,Floetry,0un6YenPxWZ2VW4aFGMupM,834779,Liverpool,strict,official_oecd_municipality_crosswalk,UK006F,Liverpool,Liverpool,2021.0,1540817.0,The official OECD municipality list assigns Liverpool to Liverpool FUA.
307,Average White Band,3tx8fyu3c4OBP5nejYtUOb,830950,Dundee,strict,official_oecd_municipality_crosswalk,UK550F,Dundee City,Dundee City,2021.0,261740.0,"The official OECD municipality list assigns Angus, Dundee City to Dundee City FUA."
308,Elvis Costello & The Attractions,4qmHkMxr6pTWh5Zo74odpH,830368,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
309,Del Amitri,2Q4FnG5T6NTUcAAZwuMV5K,827530,Glasgow,strict,official_oecd_municipality_crosswalk,UK004F,Glasgow,Glasgow,2021.0,1831890.0,"The official OECD municipality list assigns East Dunbartonshire, Glasgow City, North Lanarkshire to Glasgow FUA."
310,Courteeners,1NfJU4hy56Z4UM4iyIa1B2,819255,Middleton,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2021.0,3432092.0,The official OECD municipality list assigns Rochdale to Manchester FUA.
311,Wasia Project,7poQNrOwZoUcoqihg4Xex0,815222,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
312,Climie Fisher,3bpvhFSIErguVNQUiutctF,814321,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
313,Kokoroko,3u9rbdcmA6CxjxOAkjaeFr,813289,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
314,Bauhaus,5N5tQ9Dx1h8Od7aRmGj7Fi,808555,Northampton,strict,official_oecd_municipality_crosswalk,UK528F,Northampton,Northampton,2021.0,426707.0,The official OECD municipality list assigns West Northamptonshire to Northampton FUA.
315,Kajagoogoo,0f3kLT4wvi2mFHlHJgV8Hl,797085,Leighton Buzzard,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made because the resolved place is not in the official OECD municipality-to-FUA crosswalk.
316,Steps,17UkABEasVRlCcIFZ3wHb7,796161,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
317,Klaxons,2qlAMLpUyBjZgnzuFXXZXI,791164,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
318,Ultrabeat,596ByjVYnslGJIHxEBGjF8,767735,Liverpool,strict,official_oecd_municipality_crosswalk,UK006F,Liverpool,Liverpool,2021.0,1540817.0,The official OECD municipality list assigns Liverpool to Liverpool FUA.
319,Enter Shikari,31jvzuB4ikftPQZJwrYfCF,764839,St Albans,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,The official OECD municipality list assigns St Albans to London FUA.
320,M People,3lcbKPLl0ci2mKRdcP5Etf,762770,Manchester,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2021.0,3432092.0,The official OECD municipality list assigns Manchester to Manchester FUA.
321,IAMX,223iUzG0kb5V166FJP9ovD,750077,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
322,"Black Country, New Road",3PP6ghmOlDl2jaKaH0avUN,741988,Cambridgeshire,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made because the resolved place is not in the official OECD municipality-to-FUA crosswalk.
323,While She Sleeps,38LdIuxB548zgHoEY2AN7a,740851,Sheffield,strict,official_oecd_municipality_crosswalk,UK010F,Sheffield,Sheffield,2021.0,1168389.0,The official OECD municipality list assigns Sheffield to Sheffield FUA.
324,The Dream Academy,1JVoO5bwfU8GNuAZLpBoHe,735488,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
325,Suede,6PHIK3kjWggLtVygsOtpqS,713390,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
326,Circa Waves,6hl5k4gLl1p3sjhHcb57t2,708315,Liverpool,strict,official_oecd_municipality_crosswalk,UK006F,Liverpool,Liverpool,2021.0,1540817.0,The official OECD municipality list assigns Liverpool to Liverpool FUA.
327,The Coral,6OiHleP2bHM18dXq4aZQWt,707737,Hoylake,strict,official_oecd_municipality_crosswalk,UK006F,Liverpool,Liverpool,2021.0,1540817.0,The official OECD municipality list assigns Wirral to Liverpool FUA.
328,XTC,2qT62DYO8Ajb276vUJmvhz,705276,Swindon,strict,official_oecd_municipality_crosswalk,UK535F,Swindon,Swindon,2021.0,233760.0,The official OECD municipality list assigns Swindon to Swindon FUA.
329,Audio Bullys,5kwHgbzNHq1iHkUSrAmjjQ,701846,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
330,The Saturdays,15qI5w4XJFLRMwOp2VrlD5,701836,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
331,piri & tommy,2U6J9Q89i1TNhesKreFD65,690910,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
332,Alestorm,3OpqU68JpZlzvjAJj3B2Da,684120,Perth,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made because the resolved place is not in the official OECD municipality-to-FUA crosswalk.
333,Feeder,0ZZr6Y49NZWRJc0uCwqpMR,679131,Newport,strict,official_oecd_municipality_crosswalk,UK558F,Newport,Newport,2021.0,252141.0,The official OECD municipality list assigns Newport to Newport FUA.
334,Dusky,5gqoUf9vKKv96b1c0GBKwu,666537,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
335,Uriah Heep,45O9BwPMyywM755SYUK0sP,659174,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
336,The Longest Johns,5k979N1TnPncUyqlXlaRSv,653167,Bristol,strict,exact_fua_label,UK011F,Bristol,Bristol,2021.0,979556.0,Origin matches an official or study FUA label.
337,Happy Mondays,339DNkQkuhHKEcHw6oK8f0,652616,Little Hulton,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2021.0,3432092.0,The official OECD municipality list assigns Salford to Manchester FUA.
338,Gunship,3PALZKWkpwjRvBsRmhlVSS,646183,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
339,Magoo,7pv3MRGkgkXa9Qn8sMctxT,639865,Norfolk,excluded_no_defensible_fua,no_reviewed_assignment,,,,,,No assignment is made because the resolved place is not in the official OECD municipality-to-FUA crosswalk.
340,Buzzcocks,2DxlS3lTLFIq70S7ap5H3y,638182,Bolton,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2021.0,3432092.0,The official OECD municipality list assigns Bolton to Manchester FUA.
341,Arctic Lake,0IEPb9ily3E5IAYMSkwtQ6,637713,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
342,Ladytron,0ucLPotcQNI7AViFytdhBz,637497,Liverpool,strict,official_oecd_municipality_crosswalk,UK006F,Liverpool,Liverpool,2021.0,1540817.0,The official OECD municipality list assigns Liverpool to Liverpool FUA.
343,Tin Tin Out,1a5l3fWnzmaK7gDD2IkbHq,633305,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
344,Delta Heavy,7GvVTb8yFV0ZrdI30Qce6T,632637,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
345,The Style Council,3loflELg7MzgrOyNqERolN,626814,London,strict,official_oecd_municipality_crosswalk,UK001F,London,London,2021.0,12274097.0,"The official OECD municipality list assigns Camden, City of London, Greenwich, Hackney, Hertsmere, Islington, Lewisham, Waltham Forest to London FUA."
346,Big Country,1h8YIw9HLr6E8gdXVDRbVJ,622663,Dunfermline,reviewed_extended,reviewed_legacy_assignment,UK007F,Edinburgh,Edinburgh,2021.0,893610.0,Preserved from the reviewed top-200 mapping because the official municipality crosswalk does not resolve the reported place. Prior note: Included only in the extended sensitivity view as a reviewed association with Edinburgh FUA.
347,New Hope Club,2WuKU0SYZOQyY3MmE4vtez,617401,Manchester,strict,official_oecd_municipality_crosswalk,UK008F,Manchester,Manchester,2021.0,3432092.0,The official OECD municipality list assigns Manchester to Manchester FUA.
348,Lovejoy,33tFkBLsl6f8TjKkV0uF0C,617221,,excluded_no_defensible_fua,no_resolved_origin,,,,,,No FUA assignment is possible while the band's origin remains unresolved.
349,Deacon Blue,5jqKIZLB5WA5KquEihB3ND,612759,Glasgow,strict,official_oecd_municipality_crosswalk,UK004F,Glasgow,Glasgow,2021.0,1831890.0,"The official OECD municipality list assigns East Dunbartonshire, Glasgow City, North Lanarkshire to Glasgow FUA."
350,Slade,10n5lhNDoSMUHWLlnST1yw,612385,Wolverhampton,strict,official_oecd_municipality_crosswalk,UK002F,West Midlands urban area,Birmingham,2021.0,3135994.0,The official OECD municipality list assigns Wolverhampton to West Midlands urban area FUA.
351,Freemasons,49H2dQUNhIlso7VNkS8nFR,607845,Brighton,strict,official_oecd_municipality_crosswalk,UK515F,Brighton and Hove,Brighton and Hove,2021.0,441252.0,The official OECD municipality list assigns Brighton and Hove to Brighton and Hove FUA.
352,Ocean Colour Scene,5vIOGcdmx1eIkq3ZtuS12U,606956,Birmingham,strict,official_oecd_municipality_crosswalk,UK002F,West Midlands urban area,Birmingham,2021.0,3135994.0,The official OECD municipality list assigns Birmingham to West Midlands urban area FUA.
